target_comb_idx,OBSID,R1_pred,R2_pred,R3_pred,pred_C1
477_29,477,1,1,1,0
477_309,477,0,0.0,0.0,1
477_396,477,0,0,0,0
477_405,477,0,0.0,0.0,1
477_447,477,0,0.0,0.0,1
477_45,477,0,0.0,1.0,1
478_109,478,1,0.0,1.0,0
478_113,478,0,0,1,0
478_163,478,0,0.0,0.0,1
478_220,478,0,0.0,1.0,1
478_25,478,0,0.0,0.0,1
478_261,478,0,0.0,0.0,1
478_287,478,0,0.0,0.0,0
478_41,478,1,0.0,0.0,0
478_43,478,0,0,1,0
480_148,480,0,0.0,1.0,0
480_227,480,1,1.0,0.0,0
480_255,480,1,0,0,0
480_276,480,0,1.0,0.0,1
480_29,480,0,0.0,0.0,1
480_291,480,0,1.0,1.0,0
480_308,480,0,0.0,1.0,0
480_82,480,1,1.0,1.0,0
481_144,481,0,0.0,0.0,1
481_173,481,0,0.0,0.0,1
481_199,481,0,0,1,0
481_230,481,0,0.0,0.0,1
481_238,481,0,0.0,0.0,1
481_248,481,1,0.0,0.0,0
481_411,481,0,0.0,1.0,0
481_519,481,1,0.0,1.0,0
481_98,481,1,0,1,0
482_160,482,1,0.0,1.0,0
482_311,482,0,0.0,0.0,0
482_345,482,0,0.0,0.0,1
482_369,482,1,0,0,0
482_373,482,0,0.0,1.0,0
482_424,482,1,0.0,1.0,0
482_574,482,0,0.0,0.0,1
482_67,482,0,0.0,0.0,1
487_159,487,0,0.0,0.0,1
487_227,487,1,0.0,1.0,0
487_249,487,1,0.0,1.0,0
487_253,487,1,0,1,0
487_269,487,0,0.0,1.0,1
487_325,487,1,1,1,0
487_387,487,1,1.0,1.0,0
487_414,487,0,0.0,1.0,1
487_62,487,0,0.0,1.0,0
488_143,488,0,0,0,1
488_195,488,1,0.0,1.0,0
488_20,488,1,1,1,0
488_230,488,1,0.0,1.0,0
488_238,488,0,0.0,1.0,0
488_266,488,0,0.0,1.0,1
488_272,488,0,1.0,1.0,1
488_47,488,0,1.0,1.0,0
488_48,488,0,0.0,1.0,1
489_18,489,1,0.0,1.0,0
489_243,489,0,0,0,0
489_304,489,0,0.0,0.0,1
489_343,489,0,0,0,0
489_353,489,0,0.0,1.0,0
489_408,489,1,0,1,0
489_544,489,0,0.0,0.0,1
489_58,489,1,1,1,0
489_85,489,1,0.0,1.0,0
489_91,489,0,0.0,1.0,0
489_93,489,0,0.0,1.0,0
490_137,490,0,0.0,1.0,1
490_18,490,1,0.0,1.0,0
490_217,490,1,0.0,1.0,0
490_253,490,0,0.0,1.0,0
490_359,490,1,0.0,1.0,0
490_391,490,1,0.0,0.0,0
490_411,490,0,0.0,0.0,1
490_415,490,0,0,0,1
491_10,491,1,0,0,0
491_101,491,1,1,0,0
491_173,491,0,0,1,0
491_216,491,1,1.0,1.0,0
491_273,491,1,0.0,1.0,0
491_296,491,0,0.0,0.0,1
491_300,491,0,0.0,0.0,0
491_308,491,0,0.0,1.0,0
491_334,491,0,0.0,1.0,1
491_85,491,1,1.0,1.0,0
493_0,493,0,0.0,0.0,1
493_132,493,0,0.0,1.0,1
493_20,493,1,1.0,0.0,1
493_70,493,1,0.0,1.0,0
493_8,493,1,0.0,0.0,0
493_90,493,0,0.0,0.0,1
493_94,493,0,0.0,1.0,1
494_121,494,0,0.0,0.0,0
494_175,494,1,0,1,0
494_218,494,1,0.0,1.0,0
494_241,494,0,0.0,0.0,0
494_249,494,0,0,1,0
494_268,494,0,0.0,1.0,1
494_27,494,0,0.0,1.0,0
494_272,494,0,1.0,1.0,0
494_306,494,0,0.0,1.0,0
495_138,495,1,1,1,0
495_296,495,0,0.0,1.0,0
495_300,495,0,0.0,1.0,1
495_365,495,1,1,1,0
495_442,495,0,0.0,0.0,0
495_507,495,0,0.0,1.0,1
495_565,495,0,0.0,0.0,0
495_585,495,0,0.0,1.0,1
495_636,495,1,1.0,1.0,0
496_197,496,0,0.0,0.0,1
496_294,496,0,0.0,1.0,1
496_296,496,1,1,1,0
496_30,496,1,0.0,0.0,0
496_311,496,1,0.0,1.0,0
496_38,496,1,0.0,0.0,0
496_48,496,0,0.0,1.0,0
496_85,496,0,0.0,1.0,0
497_133,497,0,0.0,1.0,0
497_151,497,0,0,0,1
497_211,497,0,0,0,1
497_221,497,0,0.0,1.0,0
497_297,497,1,0,1,0
497_30,497,0,0.0,0.0,1
497_334,497,0,0.0,0.0,1
497_36,497,0,0.0,1.0,1
497_375,497,0,0.0,1.0,1
497_88,497,1,0.0,1.0,0
498_124,498,0,0,1,0
498_229,498,0,0.0,0.0,1
498_30,498,1,1.0,1.0,0
498_335,498,0,0.0,1.0,0
498_354,498,0,0.0,0.0,1
498_38,498,0,0.0,1.0,1
498_48,498,1,0.0,1.0,0
498_91,498,1,0.0,1.0,0
500_11,500,0,0.0,0.0,1
500_302,500,0,0.0,0.0,1
500_345,500,0,0.0,0.0,1
500_416,500,0,0,0,0
500_426,500,0,0.0,0.0,1
500_460,500,0,0.0,0.0,1
500_47,500,0,0.0,1.0,1
500_473,500,0,0.0,0.0,1
500_65,500,0,0,1,0
501_113,501,1,0,1,0
501_171,501,0,0,1,0
501_232,501,1,0.0,1.0,0
501_290,501,0,0.0,0.0,1
501_30,501,0,0.0,1.0,1
501_314,501,0,0,1,0
501_324,501,0,0,0,0
501_373,501,0,0.0,0.0,0
501_384,501,0,0.0,0.0,1
501_398,501,0,0,0,1
501_432,501,0,0.0,0.0,1
501_450,501,0,0.0,0.0,1
503_132,503,1,1.0,1.0,0
503_198,503,0,0.0,1.0,0
503_36,503,1,1.0,1.0,0
503_44,503,0,0,0,0
503_8,503,0,0.0,0.0,1
503_82,503,1,0.0,1.0,0
503_93,503,0,0.0,0.0,0
503_98,503,1,0.0,0.0,0
505_150,505,0,0,1,0
505_19,505,0,0,0,0
505_195,505,0,0,0,0
505_212,505,0,0,0,0
505_240,505,1,0.0,1.0,0
505_244,505,1,1.0,1.0,0
505_274,505,0,0.0,0.0,0
505_327,505,0,0.0,1.0,0
505_439,505,0,0.0,1.0,0
505_47,505,0,0.0,1.0,0
505_479,505,0,0.0,0.0,0
505_511,505,1,0,1,0
506_148,506,1,1.0,1.0,0
506_188,506,0,0,1,0
506_222,506,0,0.0,1.0,0
506_242,506,0,0.0,0.0,1
506_259,506,0,0.0,1.0,1
506_316,506,1,0,0,0
506_375,506,1,0.0,0.0,0
506_397,506,0,1.0,0.0,1
506_54,506,1,0.0,1.0,0
507_158,507,0,0.0,0.0,1
507_162,507,1,0.0,0.0,1
507_168,507,0,0.0,0.0,0
507_170,507,0,0.0,1.0,0
507_187,507,0,0,1,0
507_294,507,0,0.0,0.0,1
507_34,507,1,0,0,0
507_4,507,1,1,1,0
507_41,507,0,0.0,1.0,0
507_68,507,1,1.0,0.0,0
508_151,508,1,0,1,0
508_157,508,1,0.0,1.0,0
508_234,508,0,0,1,0
508_262,508,1,1,1,0
508_286,508,1,0,1,0
508_403,508,0,0,1,0
508_452,508,0,0.0,0.0,1
508_577,508,0,0.0,1.0,1
508_605,508,0,0.0,1.0,0
508_612,508,0,0,1,0
508_769,508,0,0.0,0.0,1
508_826,508,1,0.0,1.0,0
508_915,508,1,0.0,1.0,0
509_246,509,0,0.0,1.0,1
509_252,509,0,0.0,0.0,1
509_274,509,0,0.0,0.0,0
509_388,509,0,0.0,0.0,1
509_493,509,1,0.0,1.0,0
509_606,509,0,0.0,1.0,1
509_83,509,0,0,1,0
509_95,509,0,0,0,1
509_97,509,0,0.0,0.0,1
510_141,510,0,0.0,0.0,1
510_19,510,0,0.0,0.0,1
510_228,510,0,0.0,0.0,1
510_265,510,0,0.0,0.0,1
510_388,510,0,0.0,0.0,1
510_4,510,1,1,1,0
510_406,510,0,0.0,0.0,1
510_498,510,0,0.0,0.0,0
511_145,511,0,0.0,0.0,0
511_153,511,0,0,0,0
511_155,511,0,0.0,1.0,0
511_163,511,1,0.0,1.0,0
511_167,511,0,0.0,1.0,0
511_169,511,0,0.0,1.0,0
511_183,511,0,0,0,0
511_199,511,0,0.0,1.0,1
511_66,511,0,0,1,0
511_70,511,0,0.0,1.0,0
512_142,512,0,0.0,0.0,1
512_144,512,0,0.0,0.0,1
512_171,512,0,0.0,0.0,1
512_20,512,0,0.0,0.0,1
512_37,512,0,0,1,0
512_8,512,0,0.0,1.0,0
512_81,512,0,0.0,0.0,0
512_91,512,0,0.0,0.0,1
514_154,514,0,0.0,0.0,1
514_17,514,0,0.0,0.0,1
514_204,514,0,0.0,0.0,1
514_212,514,0,0.0,0.0,1
514_30,514,0,0.0,1.0,1
514_337,514,1,1,0,0
514_349,514,0,0.0,0.0,1
514_363,514,0,0.0,0.0,1
515_114,515,0,0.0,1.0,0
515_183,515,0,0,0,0
515_200,515,0,0.0,1.0,0
515_238,515,1,0.0,0.0,1
515_269,515,0,0.0,1.0,0
515_276,515,0,0.0,1.0,0
515_319,515,0,0.0,1.0,0
515_58,515,0,0.0,0.0,1
516_128,516,1,1,0,0
516_134,516,0,0,1,0
516_155,516,0,0.0,1.0,1
516_18,516,0,0.0,1.0,1
516_30,516,1,0.0,1.0,0
516_322,516,0,0,0,1
516_415,516,0,0.0,1.0,0
516_484,516,0,0.0,1.0,1
516_50,516,0,0.0,0.0,0
516_523,516,1,0.0,1.0,0
517_124,517,0,0.0,0.0,0
517_218,517,0,0.0,0.0,1
517_227,517,1,0.0,0.0,0
517_310,517,0,0,0,0
517_325,517,1,0.0,1.0,0
517_375,517,0,0,1,0
517_392,517,1,0,0,0
517_422,517,0,0.0,0.0,1
517_465,517,0,0.0,0.0,1
517_486,517,1,0.0,1.0,0
518_133,518,1,0.0,1.0,0
518_135,518,0,0.0,1.0,1
518_154,518,1,0.0,1.0,0
518_20,518,1,0.0,1.0,0
518_76,518,0,0.0,0.0,0
518_8,518,0,0.0,1.0,0
518_85,518,1,0.0,0.0,0
519_162,519,1,0.0,0.0,0
519_290,519,0,0.0,1.0,0
519_333,519,0,0.0,1.0,0
519_339,519,0,0.0,1.0,1
519_364,519,0,0.0,0.0,0
519_61,519,0,0.0,1.0,1
519_80,519,1,0,0,0
519_9,519,1,1.0,1.0,0
520_125,520,1,0.0,1.0,0
520_177,520,0,0.0,1.0,0
520_33,520,0,0.0,1.0,0
520_535,520,0,0.0,1.0,1
520_70,520,0,0.0,1.0,0
520_708,520,1,0.0,1.0,1
520_736,520,0,0.0,1.0,0
521_139,521,1,1.0,1.0,0
521_151,521,0,0.0,1.0,1
521_154,521,1,1.0,1.0,0
521_172,521,0,0.0,1.0,0
521_204,521,1,0.0,0.0,0
521_206,521,0,0.0,1.0,1
521_54,521,0,0.0,1.0,1
521_77,521,1,1,1,0
522_184,522,0,0,0,1
522_256,522,0,0.0,0.0,1
522_280,522,0,0.0,0.0,1
522_293,522,0,0,0,0
522_371,522,1,0.0,1.0,0
522_381,522,0,0.0,1.0,0
522_476,522,0,0.0,0.0,1
522_616,522,1,0.0,1.0,0
522_701,522,0,0.0,1.0,1
523_129,523,0,0.0,1.0,0
523_139,523,1,0.0,1.0,0
523_159,523,1,0.0,1.0,0
523_171,523,0,0.0,0.0,1
523_20,523,0,0.0,1.0,0
523_63,523,0,0.0,0.0,1
523_8,523,1,0.0,0.0,0
524_169,524,0,0,0,1
524_230,524,1,0.0,0.0,0
524_296,524,0,0.0,1.0,0
524_31,524,1,0.0,0.0,0
524_315,524,1,0,0,0
524_330,524,0,0,1,0
524_371,524,0,0.0,1.0,0
524_390,524,0,0.0,0.0,0
524_440,524,1,0.0,0.0,0
524_464,524,0,0.0,0.0,1
525_144,525,0,0.0,1.0,0
525_156,525,0,0.0,1.0,0
525_164,525,1,0.0,1.0,0
525_169,525,0,0.0,1.0,1
525_207,525,0,0.0,1.0,1
525_50,525,0,0.0,0.0,1
525_89,525,0,0.0,0.0,1
526_159,526,0,0.0,1.0,0
526_21,526,1,0.0,1.0,0
526_240,526,0,1.0,1.0,0
526_279,526,0,0.0,0.0,1
526_391,526,0,0.0,1.0,0
526_425,526,0,0.0,0.0,1
526_456,526,1,0.0,0.0,1
526_95,526,0,0,1,0
531_109,531,1,0.0,1.0,0
531_111,531,1,1.0,1.0,0
531_155,531,0,0.0,0.0,1
531_200,531,0,0.0,1.0,0
531_265,531,0,0.0,0.0,0
531_273,531,0,0.0,1.0,1
531_309,531,1,0.0,1.0,0
532_128,532,0,0.0,1.0,0
532_170,532,0,0.0,1.0,0
532_195,532,1,1.0,1.0,0
532_246,532,0,0.0,1.0,1
532_295,532,0,0.0,1.0,0
532_63,532,0,0.0,1.0,0
532_67,532,0,1.0,1.0,1
533_102,533,0,0.0,0.0,1
533_107,533,0,0.0,1.0,0
533_142,533,0,0.0,0.0,1
533_161,533,0,0.0,1.0,1
533_193,533,1,0,0,0
533_205,533,0,0,0,0
533_35,533,0,0.0,1.0,0
533_70,533,0,0.0,1.0,0
533_82,533,0,0.0,1.0,0
534_113,534,1,0.0,1.0,0
534_139,534,0,0.0,0.0,1
534_195,534,0,0.0,0.0,1
534_264,534,0,0,1,0
534_282,534,1,0.0,0.0,0
534_312,534,0,0.0,0.0,1
534_316,534,0,0.0,1.0,0
534_32,534,0,1.0,1.0,0
534_320,534,1,0,1,0
534_60,534,0,0,1,0
535_139,535,1,1.0,1.0,0
535_191,535,0,0.0,0.0,1
535_231,535,1,0.0,1.0,0
535_257,535,1,0.0,1.0,0
535_30,535,1,1.0,1.0,0
535_317,535,0,0.0,1.0,0
535_392,535,0,0,0,1
535_60,535,1,0.0,1.0,0
536_111,536,0,0.0,1.0,1
536_136,536,0,0.0,1.0,0
536_172,536,0,0,1,0
536_181,536,1,0.0,1.0,0
536_237,536,0,0,1,0
536_256,536,1,0.0,1.0,0
536_282,536,0,0.0,0.0,1
536_285,536,0,0.0,0.0,0
536_31,536,1,1.0,0.0,0
537_12,537,0,0.0,1.0,0
537_130,537,0,0,0,0
537_28,537,1,1,1,0
537_336,537,0,1.0,0.0,1
537_354,537,0,0,1,0
537_40,537,0,0,1,0
537_425,537,0,0.0,0.0,1
537_443,537,0,0.0,1.0,0
537_463,537,1,0.0,0.0,0
537_47,537,0,0,0,0
537_473,537,0,0,0,0
537_524,537,0,0.0,0.0,1
537_55,537,1,1.0,1.0,0
538_142,538,1,0,1,0
538_160,538,0,0,0,0
538_208,538,1,0.0,0.0,0
538_236,538,0,0,1,0
538_262,538,1,1.0,1.0,0
538_286,538,1,0.0,1.0,0
538_290,538,0,0.0,1.0,0
538_298,538,0,0.0,0.0,1
538_320,538,1,0.0,1.0,0
538_338,538,0,0,1,0
538_84,538,1,0.0,0.0,0
539_108,539,1,1.0,1.0,0
539_114,539,0,0.0,1.0,0
539_115,539,0,0.0,1.0,0
539_116,539,0,0,1,0
539_16,539,0,0.0,0.0,1
539_252,539,0,0,1,0
539_314,539,1,0.0,1.0,0
539_361,539,1,0.0,1.0,0
539_544,539,1,0.0,0.0,0
540_131,540,0,0.0,0.0,1
540_151,540,0,0,1,0
540_231,540,0,0.0,1.0,1
540_255,540,1,0.0,1.0,0
540_283,540,1,1.0,1.0,0
540_284,540,0,0.0,1.0,1
540_310,540,1,1.0,1.0,0
540_32,540,0,0.0,1.0,0
540_342,540,0,0,1,0
547_137,547,0,0.0,0.0,1
547_148,547,1,1,1,0
547_166,547,0,0.0,0.0,1
547_222,547,0,0.0,0.0,1
547_230,547,1,1.0,0.0,0
547_240,547,0,0.0,0.0,1
547_294,547,0,0,1,0
547_394,547,0,0.0,0.0,1
547_501,547,0,0.0,1.0,0
548_10,548,1,0.0,1.0,0
548_129,548,0,0.0,1.0,0
548_158,548,0,0.0,0.0,1
548_325,548,0,0.0,0.0,1
548_352,548,0,0.0,0.0,1
548_384,548,1,0.0,0.0,0
548_405,548,1,0,1,0
548_445,548,1,0.0,0.0,0
548_81,548,1,0,1,0
549_137,549,1,0.0,1.0,0
549_149,549,0,0.0,1.0,0
549_166,549,0,0,0,0
549_218,549,0,0,1,0
549_228,549,0,0.0,0.0,1
549_259,549,1,0,1,0
549_294,549,0,0.0,0.0,1
549_32,549,1,0.0,1.0,0
549_324,549,0,0.0,0.0,1
549_338,549,0,0,1,0
549_388,549,0,0.0,1.0,0
551_238,551,0,0.0,0.0,1
551_254,551,0,0,0,0
551_278,551,1,0.0,0.0,0
551_288,551,1,0.0,1.0,0
551_330,551,1,0.0,1.0,0
551_337,551,0,0.0,1.0,1
551_56,551,0,0.0,1.0,1
551_58,551,0,1.0,1.0,0
551_80,551,0,0,0,0
553_107,553,1,1,1,0
553_138,553,0,0,1,0
553_184,553,0,0.0,1.0,0
553_230,553,1,0.0,1.0,0
553_35,553,0,0.0,1.0,0
553_44,553,0,0.0,0.0,1
553_47,553,0,0.0,1.0,1
553_70,553,1,0.0,0.0,0
553_74,553,1,0.0,0.0,0
555_119,555,0,0.0,0.0,1
555_125,555,1,1.0,1.0,0
555_131,555,0,0.0,0.0,1
555_18,555,0,0.0,0.0,0
555_193,555,0,0.0,1.0,1
555_42,555,0,0,1,0
555_481,555,0,0.0,0.0,0
555_53,555,0,0.0,1.0,0
555_572,555,0,0,0,0
556_12,556,1,0.0,1.0,0
556_16,556,0,0,1,0
556_183,556,0,1.0,1.0,1
556_261,556,1,0.0,1.0,0
556_421,556,0,1.0,1.0,0
556_467,556,1,0.0,0.0,0
556_520,556,0,0.0,1.0,1
556_550,556,0,0.0,0.0,1
556_577,556,0,0,0,1
558_159,558,1,0.0,1.0,0
558_163,558,0,0,1,0
558_173,558,0,0.0,1.0,0
558_177,558,0,0.0,1.0,0
558_199,558,1,1.0,1.0,0
558_233,558,1,1.0,1.0,0
558_235,558,1,0.0,1.0,0
558_33,558,0,0,0,0
558_59,558,0,0.0,0.0,1
559_12,559,0,0.0,1.0,1
559_173,559,0,0.0,0.0,1
559_182,559,0,0,1,0
559_196,559,0,1.0,1.0,0
559_206,559,0,0.0,0.0,1
559_332,559,0,0.0,0.0,1
559_388,559,1,0.0,0.0,0
559_390,559,0,0,0,1
559_48,559,0,0.0,1.0,1
559_54,559,0,0,0,1
560_119,560,0,0.0,1.0,0
560_151,560,0,0.0,0.0,1
560_169,560,0,0.0,0.0,1
560_273,560,1,0.0,1.0,0
560_298,560,0,1.0,1.0,1
560_304,560,0,0.0,0.0,1
560_321,560,1,0.0,1.0,0
561_130,561,1,1.0,1.0,0
561_270,561,0,0.0,0.0,1
561_332,561,0,0.0,0.0,1
561_346,561,0,0.0,1.0,1
561_381,561,0,0.0,1.0,1
561_426,561,0,0.0,0.0,1
561_490,561,0,0.0,0.0,0
563_12,563,1,0,0,0
563_147,563,0,0.0,1.0,1
563_173,563,0,0,1,0
563_195,563,0,0,1,0
563_197,563,0,0.0,1.0,0
563_20,563,1,0.0,1.0,0
563_205,563,1,0.0,1.0,0
563_32,563,0,0.0,0.0,0
563_332,563,1,0.0,1.0,0
563_342,563,0,0.0,0.0,0
565_166,565,0,0.0,1.0,0
565_170,565,1,0.0,1.0,0
565_18,565,0,1.0,1.0,0
565_314,565,0,0.0,1.0,1
565_522,565,0,0,0,1
565_528,565,0,0.0,0.0,1
565_549,565,1,0.0,0.0,0
565_84,565,0,0.0,1.0,0
568_143,568,1,0.0,0.0,0
568_17,568,0,0.0,0.0,0
568_198,568,0,0.0,0.0,1
568_24,568,0,0,1,0
568_243,568,0,0.0,1.0,0
568_313,568,1,1.0,1.0,0
568_316,568,0,0,1,0
568_321,568,0,0,0,0
568_386,568,0,0,1,0
568_93,568,0,0.0,0.0,1
568_97,568,1,0.0,1.0,0
569_175,569,0,1.0,0.0,1
569_206,569,1,0.0,0.0,0
569_232,569,1,1.0,1.0,0
569_247,569,0,0.0,1.0,1
569_249,569,1,1,1,0
569_258,569,1,0.0,1.0,0
569_268,569,0,0,0,0
569_42,569,0,0,0,0
569_55,569,0,0.0,1.0,0
569_85,569,1,0.0,1.0,0
570_121,570,0,0,1,0
570_135,570,1,0.0,1.0,0
570_18,570,0,0.0,0.0,1
570_191,570,0,0,0,1
570_251,570,0,0.0,1.0,0
570_263,570,1,0.0,0.0,0
570_31,570,1,0.0,0.0,0
570_411,570,0,0.0,0.0,0
570_423,570,0,0.0,1.0,1
571_160,571,0,0.0,0.0,1
571_207,571,1,0.0,1.0,0
571_235,571,0,0.0,0.0,1
571_376,571,1,0.0,1.0,0
571_408,571,0,1.0,1.0,1
571_44,571,1,0.0,0.0,0
571_443,571,0,0.0,1.0,1
572_107,572,0,0.0,1.0,0
572_109,572,0,0.0,1.0,0
572_134,572,0,0.0,1.0,1
572_196,572,1,0.0,1.0,0
572_38,572,0,0.0,1.0,0
572_63,572,0,1.0,1.0,0
572_81,572,1,0.0,1.0,0
573_138,573,1,1.0,1.0,0
573_192,573,1,0.0,1.0,0
573_233,573,0,0.0,1.0,0
573_243,573,1,1,1,0
573_262,573,1,0.0,1.0,0
573_29,573,1,0.0,1.0,0
573_302,573,0,0,0,0
573_324,573,1,1.0,1.0,0
573_59,573,0,0.0,0.0,0
574_19,574,1,0.0,1.0,0
574_256,574,1,0.0,1.0,0
574_313,574,0,1.0,1.0,1
574_382,574,0,0.0,1.0,0
574_386,574,1,0.0,1.0,0
574_434,574,1,0.0,1.0,0
574_448,574,0,0.0,1.0,1
575_136,575,0,0.0,0.0,1
575_185,575,1,0.0,0.0,0
575_221,575,0,0.0,1.0,1
575_249,575,0,0.0,1.0,0
575_307,575,0,0.0,0.0,0
575_31,575,0,1.0,1.0,0
575_60,575,1,0.0,1.0,0
576_181,576,0,0.0,0.0,0
576_193,576,1,1.0,1.0,0
576_257,576,1,1.0,0.0,0
576_270,576,1,0.0,1.0,0
576_314,576,0,0.0,0.0,0
576_60,576,1,1.0,1.0,0
576_92,576,1,0.0,1.0,0
577_106,577,0,0,0,0
577_15,577,1,0.0,1.0,0
577_181,577,0,0.0,1.0,0
577_229,577,0,0,0,0
577_327,577,0,0.0,0.0,1
577_378,577,1,0.0,0.0,1
577_385,577,0,0.0,0.0,1
577_412,577,1,0.0,0.0,0
577_44,577,1,1,1,0
577_72,577,0,0.0,1.0,1
578_113,578,1,0.0,1.0,0
578_497,578,0,0.0,1.0,0
578_533,578,0,0.0,1.0,0
578_655,578,1,0.0,1.0,0
578_67,578,0,0.0,1.0,1
578_703,578,0,0.0,1.0,1
578_740,578,0,0.0,1.0,0
579_0,579,0,0.0,0.0,1
579_112,579,1,1.0,1.0,0
579_138,579,1,0.0,0.0,0
579_149,579,0,0.0,1.0,1
579_20,579,0,0.0,0.0,1
579_24,579,0,0.0,1.0,0
579_44,579,0,0.0,1.0,0
580_135,580,0,0.0,0.0,1
580_19,580,1,1.0,0.0,0
580_31,580,1,1.0,1.0,0
580_342,580,0,0.0,0.0,1
580_356,580,0,0,1,0
580_404,580,1,0.0,0.0,0
580_440,580,0,0.0,0.0,0
580_51,580,0,0.0,1.0,1
580_53,580,1,1,1,0
581_120,581,0,0.0,0.0,1
581_130,581,0,0,0,1
581_158,581,0,0,1,0
581_172,581,0,0.0,0.0,1
581_244,581,0,0,1,0
581_282,581,1,0,1,0
581_362,581,1,0.0,0.0,0
581_374,581,0,0.0,1.0,0
581_453,581,1,0.0,1.0,0
581_481,581,0,0.0,0.0,0
581_92,581,0,0.0,0.0,1
583_117,583,1,0.0,1.0,0
583_150,583,0,0.0,1.0,0
583_241,583,0,0,1,0
583_372,583,0,0,0,0
583_402,583,1,0.0,1.0,0
583_50,583,1,1.0,1.0,0
583_576,583,1,0.0,0.0,0
583_606,583,0,0.0,1.0,0
583_633,583,0,0.0,1.0,0
585_117,585,1,0.0,1.0,0
585_126,585,0,0.0,0.0,1
585_185,585,0,0.0,0.0,1
585_198,585,0,0.0,1.0,0
585_24,585,0,0.0,1.0,0
585_38,585,0,0.0,1.0,0
585_81,585,0,0.0,0.0,1
591_107,591,0,0,1,0
591_123,591,0,0.0,0.0,1
591_128,591,0,0.0,0.0,1
591_223,591,0,0.0,0.0,0
591_240,591,0,0,0,1
591_267,591,1,1.0,1.0,0
591_305,591,1,1,0,0
591_31,591,1,0.0,1.0,0
591_320,591,0,0.0,0.0,0
591_93,591,0,0,1,0
591_99,591,0,0.0,1.0,0
592_120,592,1,0.0,1.0,0
592_132,592,0,0.0,1.0,0
592_209,592,0,0.0,1.0,0
592_24,592,0,0.0,1.0,1
592_255,592,1,0.0,0.0,0
592_38,592,0,0.0,0.0,0
592_84,592,1,1.0,1.0,1
593_124,593,0,0.0,0.0,0
593_134,593,1,0.0,0.0,0
593_185,593,0,0,0,0
593_199,593,0,0.0,0.0,0
593_213,593,0,0.0,0.0,1
593_24,593,0,0.0,0.0,1
593_38,593,1,0.0,1.0,0
593_84,593,0,0.0,0.0,1
594_104,594,0,0.0,0.0,1
594_119,594,0,0.0,0.0,1
594_136,594,0,0.0,0.0,1
594_49,594,1,1,1,0
594_53,594,1,0.0,0.0,0
594_7,594,1,0.0,1.0,0
594_84,594,0,0.0,0.0,1
594_89,594,0,0.0,0.0,1
598_12,598,0,0.0,0.0,1
598_193,598,0,0.0,1.0,0
598_215,598,1,0.0,1.0,0
598_226,598,0,0.0,1.0,0
598_276,598,1,0,1,0
598_34,598,1,1,0,0
598_360,598,1,0.0,1.0,0
598_493,598,0,0.0,1.0,0
598_50,598,1,1.0,1.0,0
599_131,599,0,0.0,0.0,0
599_139,599,0,1.0,1.0,0
599_161,599,1,0.0,1.0,0
599_173,599,1,0.0,1.0,0
599_20,599,1,0.0,1.0,0
599_44,599,0,0,0,0
599_62,599,1,0.0,1.0,0
599_8,599,0,0.0,1.0,0
600_120,600,0,1.0,1.0,0
600_149,600,1,0.0,1.0,0
600_213,600,1,0.0,1.0,0
600_31,600,1,0.0,0.0,0
600_315,600,0,0.0,0.0,0
600_359,600,1,0.0,1.0,0
600_363,600,1,0.0,1.0,0
600_369,600,1,0,1,0
601_104,601,0,0.0,0.0,1
601_11,601,1,0,1,0
601_122,601,0,0.0,0.0,1
601_140,601,1,0.0,0.0,0
601_4,601,0,0.0,0.0,1
601_49,601,1,0.0,1.0,0
601_85,601,0,0.0,0.0,1
601_90,601,1,0.0,0.0,0
602_153,602,0,0.0,1.0,0
602_227,602,0,0.0,0.0,1
602_275,602,1,1.0,1.0,0
602_279,602,1,1,1,0
602_291,602,0,0.0,1.0,0
602_307,602,1,0.0,0.0,0
602_31,602,1,1.0,1.0,0
602_91,602,1,0.0,1.0,0
603_0,603,0,0.0,0.0,1
603_123,603,1,0.0,1.0,0
603_127,603,1,0.0,1.0,0
603_21,603,0,0.0,1.0,1
603_57,603,1,0.0,1.0,0
603_71,603,1,0.0,1.0,0
603_9,603,0,0.0,1.0,0
617_128,617,0,0.0,1.0,1
617_184,617,1,0.0,1.0,0
617_24,617,1,0,0,0
617_37,617,0,1.0,1.0,0
617_8,617,0,0.0,1.0,1
617_83,617,1,0.0,1.0,0
617_93,617,0,0.0,0.0,0
617_97,617,1,1.0,1.0,0
618_138,618,0,0.0,1.0,1
618_186,618,1,0,1,0
618_223,618,0,0.0,1.0,1
618_247,618,1,0,0,0
618_30,618,0,0.0,0.0,1
618_339,618,0,0.0,0.0,1
618_37,618,0,1.0,1.0,1
618_383,618,1,0.0,1.0,0
618_92,618,0,0.0,1.0,1
619_190,619,0,0.0,0.0,0
619_192,619,0,0.0,1.0,1
619_218,619,0,0.0,0.0,0
619_29,619,0,0.0,0.0,1
619_322,619,1,0.0,0.0,0
619_329,619,0,0.0,1.0,0
619_343,619,1,0.0,0.0,0
619_352,619,0,0,1,0
619_79,619,1,0,1,0
620_229,620,0,0.0,1.0,1
620_234,620,0,0.0,1.0,0
620_252,620,0,0.0,0.0,1
620_360,620,0,0.0,1.0,0
620_452,620,0,0.0,1.0,0
620_558,620,1,0.0,1.0,0
620_584,620,0,0,0,0
620_84,620,0,0.0,1.0,0
